fuel_type,accidents,luxury_brand,engine_size,automatic_transmission,car_age,mileage_status,external_color,internal_color,metallic_color,price
Gasoline,No,No,6.2,Yes,6,avg,White,Gray,No,51000
Gasoline,No,No,5.3,Yes,6,high,Gray,Black,No,34500
Gasoline,Yes,Yes,3.8,Yes,3,low,Black,Black,No,84645
Gasoline,No,No,2.5,Yes,3,low,Black,Black,Yes,33531
Gasoline,No,Yes,3,Yes,6,high,Black,Black,No,40888
Gasoline,No,Yes,4.7,Yes,13,high,White,Beige,No,16500
Other,No,No,6.2,Yes,7,above_expected,Gray,Black,No,35900
Gasoline,No,No,3.8,Yes,4,high,Silver,Black,No,37700
Gasoline,No,No,3.5,Yes,3,avg,Gray,Black,No,48459
Gasoline,No,Yes,3.5,Yes,16,avg,Silver,Black,No,8995
Gasoline,Yes,No,6.2,No,6,high,Gray,Black,No,45000
Gasoline,No,No,3.6,No,8,avg,Red,Black,No,23000
Other,Yes,No,,Yes,30,low,Red,Other_Colored,No,6000
Other,No,Yes,,Yes,29,verylow,Other,Other_Colored,No,19000
Gasoline,No,Yes,4.4,Yes,12,low,Black,Black,No,17800
Gasoline,No,Yes,4.6,Yes,4,avg,White,Other_Colored,No,51890
Electric,No,Yes,,Yes,3,high,White,Black,No,66900
Gasoline,No,No,1.4,Yes,7,avg,White,Black,No,15995
Gasoline,No,No,3.6,Yes,2,low,White,Black,No,41599
Gasoline,Yes,Yes,4,Yes,23,low,Other,Other_Colored,No,9875
Gasoline,Yes,Yes,3,Yes,8,low,Gray,Gray,No,41500
Gasoline,No,Yes,3.5,Yes,10,avg,Silver,Black,No,15500
Gasoline,No,Yes,3,Yes,9,low,Silver,Black,No,30089
Gasoline,Yes,Yes,3,Yes,7,avg,White,Beige,No,47000
Gasoline,No,Yes,3.5,Yes,14,low,Black,Black,No,13999
Gasoline,Yes,No,3.9,No,22,avg,Black,Gray,No,5500
Gasoline,Yes,No,6.2,No,6,verylow,Black,Black,No,54000
Gasoline,No,No,3.7,Yes,17,low,White,Black,No,12900
Gasoline,No,No,3.5,Yes,2,avg,Red,Beige,No,37950
Gasoline,Yes,No,3.5,Yes,16,avg,Gray,Beige,No,13500
Other,No,No,6,Yes,7,above_expected,Silver,Other_Colored,No,38000
Gasoline,No,Yes,3.5,Yes,14,low,Gray,Black,No,13600
Gasoline,No,Yes,4.6,Yes,4,low,White,Black,No,45900
Gasoline,No,No,5.6,Yes,7,high,Silver,Black,No,23800
Gasoline,No,No,3.6,Yes,4,low,White,Other_Colored,No,28250
Gasoline,No,No,5.7,Yes,18,low,Other,Other_Colored,No,9200
Gasoline,No,No,3.5,Yes,4,high,Black,Black,No,28999
Electric,No,No,,Yes,1,verylow,Other,Other_Colored,No,93500
Gasoline,Yes,No,3.5,Yes,6,high,Gray,Black,No,30510
Gasoline,No,No,5.6,Yes,3,verylow,Black,Black,No,38000
Gasoline,No,Yes,2,Yes,5,avg,Black,Black,No,29000
Gasoline,No,No,6.2,Yes,10,avg,Black,Black,No,26900
Gasoline,No,No,3.6,Yes,3,low,Other,Black,Yes,43999
Gasoline,No,Yes,6.2,No,19,verylow,Black,Black,No,220000
Gasoline,No,No,3.6,Yes,13,avg,Blue,Black,No,10900
Gasoline,No,No,3.6,Yes,11,high,White,Beige,No,14000
Gasoline,No,No,2,Yes,3,high,White,Black,No,28000
Gasoline,No,No,4.7,Yes,17,avg,Black,Beige,No,12500
Gasoline,No,Yes,3.5,Yes,3,avg,Black,Other_Colored,No,44000
Electric,No,Yes,,Yes,2,above_expected,White,Other_Colored,No,51999
Gasoline,No,No,6.1,Yes,16,above_expected,Silver,Black,No,10500
Gasoline,No,No,3.5,Yes,19,low,Blue,Beige,No,3500
Gasoline,No,No,6.2,Yes,3,avg,Black,Black,No,89000
Gasoline,No,No,3.8,Yes,15,avg,Blue,Gray,No,7900
Gasoline,No,No,2.5,Yes,8,above_expected,Blue,Black,No,14311
Gasoline,No,Yes,3.2,Yes,19,high,Black,Gray,No,4900
Gasoline,No,No,5.5,Yes,1,verylow,White,Other_Colored,No,179000
Electric,No,Yes,,Yes,3,low,White,Black,No,47500
Gasoline,No,Yes,2,Yes,4,above_expected,White,Black,No,26599
Gasoline,No,No,6.2,Yes,8,low,Blue,Black,No,32500
Gasoline,No,Yes,3,Yes,1,above_expected,Blue,Other_Colored,No,65000
Gasoline,No,No,2,Yes,17,low,Blue,Other_Colored,No,10000
Gasoline,No,No,6.4,Yes,6,verylow,Other,Gray,No,44888
Gasoline,No,No,5.7,No,22,verylow,Black,Black,No,33999
Gasoline,No,Yes,2,Yes,10,avg,Gray,Black,No,13500
Gasoline,No,Yes,4.4,Yes,9,low,Gray,Black,No,65000
Gasoline,No,No,3.6,Yes,5,high,Gray,Black,No,39799
Gasoline,No,No,2,No,13,avg,White,Black,No,5800
Gasoline,No,Yes,2,Yes,2,low,Black,Beige,No,60000
Gasoline,No,Yes,3.5,Yes,15,low,Silver,Black,No,16500
Other,Yes,No,,Yes,13,avg,White,Other_Colored,No,22500
Gasoline,Yes,No,2.5,Yes,6,verylow,White,Other_Colored,Yes,19212
Gasoline,No,Yes,2,Yes,7,above_expected,White,Gray,No,10995
Gasoline,Yes,Yes,2,Yes,9,high,Gray,Other_Colored,No,15000
Gasoline,No,Yes,3,Yes,5,avg,Black,Black,No,62425
Gasoline,No,Yes,3,Yes,6,avg,Gray,Black,No,39000
Gasoline,No,Yes,2,Yes,7,low,Gray,Black,No,45500
Gasoline,No,No,6.2,Yes,4,verylow,Blue,Black,No,76000
Gasoline,No,Yes,,Yes,3,verylow,Other,Other_Colored,No,259991
Gasoline,No,Yes,4.7,Yes,12,low,White,Black,No,26497
Gasoline,Yes,No,2,Yes,6,above_expected,Silver,Black,No,16000
Gasoline,No,Yes,4,Yes,4,low,Gray,Black,No,129000
Gasoline,No,No,2.5,Yes,8,above_expected,Silver,Black,No,15000
Gasoline,No,Yes,3,Yes,8,low,Blue,Other_Colored,No,36000
Gasoline,No,Yes,3.6,Yes,13,low,Gray,Beige,No,21500
Gasoline,No,No,3.3,Yes,5,avg,Black,Black,No,29999
Gasoline,Yes,No,,Yes,3,low,Other,Black,Yes,33400
Gasoline,No,Yes,2,Yes,6,avg,White,Beige,No,28500
Gasoline,No,Yes,3,No,12,high,Black,Black,No,17500
Gasoline,No,Yes,4.4,Yes,1,verylow,Gray,Other_Colored,No,164725
Gasoline,No,No,6.4,Yes,2,above_expected,Gray,Black,No,64683
Gasoline,No,Yes,3,No,8,avg,Other,Other_Colored,No,50500
Gasoline,Yes,No,1.6,No,5,low,Gray,Black,No,18300
Gasoline,Yes,No,3.7,Yes,9,above_expected,White,Black,No,9500
Gasoline,No,No,5.3,Yes,4,above_expected,Black,Black,No,46000
Gasoline,No,Yes,4.3,Yes,19,verylow,White,Other_Colored,No,99999
Gasoline,Yes,No,7.3,Yes,2,verylow,Blue,Black,No,72900
Gasoline,No,Yes,3,Yes,17,low,Silver,Black,No,11500
Gasoline,No,Yes,2,Yes,3,low,White,Beige,No,51698
Hybrid,No,Yes,3,Yes,1,above_expected,Blue,Beige,No,67900
Gasoline,Yes,Yes,5,Yes,19,avg,Other,Other_Colored,No,5800
Gasoline,Yes,Yes,3.7,Yes,12,low,Black,Black,No,15051
Gasoline,No,No,4.6,Yes,13,high,Gray,Beige,No,9950
Gasoline,No,Yes,5,Yes,21,verylow,Other,Beige,No,22000
Gasoline,No,No,4.7,Yes,24,avg,Black,Beige,No,15900
Gasoline,No,No,6.4,Yes,6,low,Other,Black,Yes,41688
Other,No,No,6,Yes,6,above_expected,White,Other_Colored,No,28499
Gasoline,No,Yes,2.9,Yes,2,avg,White,Beige,No,68500
Gasoline,No,No,3.6,Yes,2,avg,Red,Black,Yes,41599
Gasoline,No,Yes,3.5,Yes,10,low,Red,Beige,No,29998
Gasoline,No,No,3.5,Yes,18,avg,Silver,Gray,No,4000
Gasoline,No,Yes,2.9,Yes,3,low,Black,Other_Colored,No,79998
Gasoline,No,Yes,4.7,Yes,10,low,Black,Black,No,23500
Gasoline,No,Yes,3,Yes,4,avg,White,Other_Colored,No,58598
Gasoline,No,No,3.6,Yes,7,high,Black,Beige,Yes,24590
Gasoline,No,No,3.4,Yes,1,avg,Silver,Black,No,68500
Gasoline,Yes,No,1.6,Yes,9,avg,White,Black,No,8250
Hybrid,No,Yes,3,Yes,2,verylow,Gray,Other_Colored,No,110000
Gasoline,No,No,3.6,Yes,5,above_expected,Other,Black,Yes,26772
Gasoline,No,Yes,3.8,Yes,9,verylow,Black,Black,No,144940
Gasoline,No,Yes,3,Yes,11,high,White,Beige,No,11900
Gasoline,No,Yes,2.4,Yes,6,low,Black,Black,No,20999
Gasoline,No,Yes,4.6,Yes,9,high,Black,Black,No,28000
Gasoline,Yes,No,5.7,Yes,14,above_expected,Black,Beige,No,22500
Gasoline,No,No,6.2,Yes,16,verylow,Red,Other_Colored,No,35900
Gasoline,Yes,No,2.5,No,9,above_expected,White,Beige,No,12900
Gasoline,No,Yes,5,Yes,9,verylow,Blue,Other_Colored,No,52500
Gasoline,Yes,Yes,2,Yes,6,low,Gray,Other_Colored,No,25500
Gasoline,No,No,6.2,Yes,2,verylow,Black,Black,No,54900
Gasoline,No,No,3.6,Yes,6,verylow,Black,Black,No,38500
Gasoline,No,No,1.5,Yes,3,above_expected,Black,Black,No,25698
Gasoline,No,Yes,2.9,No,13,low,White,Beige,No,30000
Gasoline,Yes,No,4.6,No,16,low,Black,Other_Colored,No,16000
Gasoline,No,No,4,No,17,low,Blue,Black,No,24900
Gasoline,No,Yes,4.6,Yes,20,avg,Other,Beige,No,15500
Gasoline,Yes,Yes,2.5,Yes,6,avg,Blue,Black,No,55000
Gasoline,No,No,5.7,Yes,20,verylow,Blue,Beige,No,25500
Gasoline,No,No,3.5,Yes,18,low,Other,Beige,No,9499
Gasoline,No,Yes,5.6,Yes,9,above_expected,Black,Black,No,20470
Other,Yes,No,,Yes,30,verylow,Other,Beige,No,2990
Gasoline,No,No,6.2,Yes,9,verylow,Black,Beige,No,33000
Gasoline,Yes,No,3.7,Yes,20,avg,Other,Beige,No,6500
Gasoline,No,No,4,Yes,13,high,Black,Beige,No,23500
Gasoline,Yes,Yes,3,Yes,14,avg,Silver,Black,No,8500
Diesel,No,No,7.3,Yes,22,low,Other,Other_Colored,No,15000
Gasoline,Yes,Yes,3.5,Yes,6,avg,White,Gray,No,28000
Gasoline,No,No,3,Yes,14,avg,Black,Black,No,12900
Gasoline,No,Yes,5,Yes,6,low,Black,Black,No,68495
Gasoline,Yes,Yes,3,Yes,5,low,Blue,Black,No,42000
Gasoline,No,No,5.7,Yes,26,low,Black,Black,No,9900
Gasoline,Yes,No,6,Yes,18,avg,Other,Black,No,16900
Gasoline,No,Yes,3.2,Yes,16,high,Black,Beige,No,6499
Gasoline,Yes,No,3.8,Yes,15,high,Black,Black,No,9100
Gasoline,No,Yes,3,Yes,7,avg,Gray,Gray,No,33500
Gasoline,No,Yes,3,Yes,7,above_expected,Silver,Black,No,26500
Diesel,Yes,No,6.7,Yes,6,above_expected,Silver,Black,No,55000
Gasoline,No,Yes,3,Yes,2,avg,Gray,Other_Colored,No,80000
Gasoline,No,Yes,5,Yes,2,low,White,Black,No,89000
Gasoline,No,No,1.5,Yes,5,high,White,Gray,No,28324
Gasoline,No,Yes,4.8,Yes,12,low,White,Black,No,41500
Gasoline,No,Yes,4.4,Yes,15,low,White,Beige,No,15000
Hybrid,Yes,Yes,3,Yes,5,avg,Black,Black,No,41500
Other,No,No,2.4,Yes,9,high,Black,Black,No,12468
Gasoline,No,No,2.7,Yes,3,above_expected,Black,Black,Yes,33172
Other,No,No,3.6,Yes,11,low,Red,Black,No,35000
Other,Yes,No,2,Yes,6,low,Gray,Black,No,12000
Diesel,No,No,6.7,Yes,8,high,White,Black,No,43640
Gasoline,No,No,1.8,No,19,verylow,Red,Black,No,44000
Gasoline,No,No,6,Yes,17,verylow,Red,Other_Colored,No,27500
Gasoline,No,Yes,2,Yes,11,avg,Silver,Black,No,17900
Gasoline,No,Yes,3.8,Yes,6,verylow,Blue,Black,No,171900
Gasoline,No,No,4.8,Yes,7,high,Silver,Other_Colored,No,41400
Gasoline,No,No,3.6,Yes,4,above_expected,Gray,Black,Yes,39244
Other,No,No,,No,30,verylow,Blue,Gray,No,15000
Gasoline,Yes,Yes,2.4,Yes,8,avg,Black,Black,No,21000
Gasoline,No,No,3.6,Yes,5,verylow,White,Black,No,27599
Gasoline,No,Yes,3.5,Yes,9,high,Red,Other_Colored,No,21998
Gasoline,No,No,2.7,Yes,3,avg,Black,Other_Colored,No,43430
Electric,No,Yes,,Yes,2,low,Silver,Black,No,47998
Gasoline,No,No,7,No,18,verylow,Silver,Black,No,47500
Gasoline,Yes,No,3.6,Yes,5,above_expected,Silver,Black,No,22500
Gasoline,Yes,Yes,4,Yes,15,low,Silver,Gray,No,28750
Gasoline,No,No,2.5,Yes,5,high,Red,Beige,No,19900
Hybrid,No,No,2.5,Yes,2,avg,Gray,Gray,No,34000
Hybrid,No,No,3.5,Yes,6,high,Other,Beige,No,35707
Hybrid,Yes,Yes,3,No,3,above_expected,Black,Black,Yes,53998
Gasoline,No,No,4.6,Yes,21,avg,Gray,Beige,No,5000
Gasoline,No,Yes,5.5,Yes,17,avg,Black,Black,No,8000
Gasoline,No,No,4.6,Yes,26,verylow,Silver,Black,No,12500
Gasoline,No,No,5.3,Yes,9,above_expected,Silver,Black,No,18000
Gasoline,No,No,2,Yes,8,above_expected,Silver,Beige,No,11000
Gasoline,Yes,Yes,3,No,10,high,Gray,Black,No,23000
Gasoline,No,No,5.3,Yes,7,high,White,Black,No,34900
Gasoline,No,No,2.3,Yes,2,avg,Gray,Other_Colored,No,44000
Other,No,No,6.2,Yes,8,avg,White,Gray,No,22000
Gasoline,No,No,6.2,Yes,9,verylow,Other,Black,No,64990
Gasoline,No,No,3.5,Yes,5,avg,Red,Black,No,39598
Hybrid,No,Yes,2,Yes,1,low,Black,Gray,Yes,47798
Gasoline,No,No,2,Yes,6,low,Black,Black,No,28999
Gasoline,No,No,3.8,Yes,7,low,Other,Beige,No,29500
Gasoline,No,Yes,6.3,Yes,15,low,Black,Black,No,44850
Gasoline,No,Yes,5.7,Yes,4,above_expected,Silver,Beige,No,73000
Gasoline,No,No,3.3,Yes,6,high,Red,Black,No,32500
Gasoline,No,No,3.8,Yes,3,avg,Blue,Gray,No,131999
Gasoline,No,No,6,Yes,16,verylow,White,Black,No,47900
Gasoline,No,No,6.6,Yes,3,above_expected,Silver,Black,Yes,41885
Gasoline,No,No,5.3,Yes,8,above_expected,Other,Other_Colored,Yes,29748
Gasoline,Yes,Yes,3.5,Yes,10,avg,Silver,Black,No,17900
Gasoline,No,Yes,4,Yes,12,verylow,Silver,Other_Colored,No,51900
Gasoline,No,Yes,,Yes,2,verylow,Black,Other_Colored,No,269991
Gasoline,No,No,2,Yes,2,verylow,White,Other_Colored,No,48000
Gasoline,No,No,3.5,Yes,7,above_expected,Gray,Black,No,15499
Gasoline,No,No,3.5,Yes,13,above_expected,Other,Other_Colored,No,8900
Diesel,No,No,6.7,Yes,17,low,Red,Gray,No,19998
Gasoline,No,No,2,Yes,4,low,Red,Black,No,25980
Gasoline,No,No,2,Yes,8,above_expected,Blue,Black,No,13000
Other,No,No,6.2,Yes,5,low,White,Gray,No,46500
Gasoline,No,No,3.5,Yes,5,above_expected,Gray,Black,No,18998
Hybrid,No,Yes,3,Yes,4,above_expected,Black,Black,No,63995
Gasoline,Yes,Yes,3.2,No,22,avg,Silver,Black,No,21500
Gasoline,Yes,No,6,Yes,21,avg,White,Beige,No,15000
Gasoline,No,No,1.3,No,15,low,Red,Black,No,14000
Gasoline,No,Yes,5.7,Yes,3,avg,Other,Beige,No,87000
Gasoline,No,No,5.3,Yes,2,above_expected,White,Black,No,64288
Gasoline,No,Yes,4,Yes,1,verylow,Black,Black,No,122950
Gasoline,No,No,6,Yes,17,verylow,Red,Gray,No,32000
Gasoline,No,No,5,Yes,5,verylow,Red,Gray,No,40000
Gasoline,Yes,No,2,Yes,4,high,Other,Black,Yes,25800
Gasoline,No,No,5.7,Yes,25,verylow,White,Other_Colored,No,15000
Gasoline,No,Yes,3,Yes,6,above_expected,Gray,Black,No,33000
Gasoline,No,No,2.5,No,24,low,Black,Black,No,11999
Gasoline,Yes,No,3.5,Yes,9,avg,Silver,Gray,No,26000
Gasoline,No,No,6.2,Yes,13,verylow,Red,Black,No,45000
Gasoline,No,No,6.2,Yes,6,verylow,White,Other_Colored,No,54490
Gasoline,No,Yes,2.3,Yes,23,verylow,Silver,Black,No,9000
Gasoline,Yes,No,1.6,No,8,low,Black,Black,No,21500
Gasoline,No,Yes,3.8,No,19,low,Silver,Black,No,44800
Gasoline,Yes,No,3.6,Yes,5,above_expected,Red,Black,No,24899
Gasoline,Yes,Yes,3,Yes,5,avg,Blue,Other_Colored,No,48990
Gasoline,No,Yes,2,Yes,2,high,White,Beige,No,82150
Gasoline,Yes,No,5.7,Yes,7,avg,Black,Beige,No,65000
Hybrid,No,Yes,3,Yes,3,avg,White,Black,No,61998
Electric,No,No,,Yes,1,verylow,Black,Black,No,92500
Gasoline,No,No,3.5,Yes,4,high,Blue,Black,No,38700
Gasoline,Yes,Yes,6.3,Yes,13,low,White,Black,No,41000
Gasoline,No,No,3.9,Yes,22,verylow,Other,Black,No,18500
Gasoline,No,No,6.4,Yes,10,high,Silver,Other_Colored,No,30000
Other,Yes,No,6.2,Yes,11,verylow,Black,Gray,No,35000
Hybrid,No,No,2.5,Yes,2,low,Gray,Black,No,49000
Gasoline,No,No,3.6,Yes,6,above_expected,Other,Black,Yes,26816
Gasoline,No,No,2,Yes,15,avg,White,Black,No,9500
Gasoline,No,Yes,3,Yes,1,verylow,Other,Beige,No,194965
Gasoline,No,No,6.2,Yes,1,low,White,Other_Colored,No,88900
Gasoline,No,No,4.6,Yes,25,verylow,White,Gray,No,9500
Gasoline,No,Yes,2,Yes,6,above_expected,Blue,Beige,No,28000
Gasoline,No,Yes,3.7,Yes,12,avg,White,Gray,No,19000
Gasoline,Yes,No,5.3,Yes,7,above_expected,Red,Black,No,29999
Gasoline,No,No,3.6,Yes,6,high,Silver,Black,Yes,30989
Gasoline,No,Yes,3,Yes,6,low,White,Beige,No,38880
Gasoline,Yes,Yes,4,Yes,12,avg,Black,Other_Colored,No,31000
Diesel,No,No,6.7,Yes,5,avg,Blue,Other_Colored,No,54500
Gasoline,Yes,No,3.5,Yes,5,above_expected,Red,Beige,No,30000
Gasoline,Yes,No,2,No,15,avg,Blue,Black,No,9500
Gasoline,No,Yes,4.6,Yes,12,avg,White,Beige,No,20500
Gasoline,No,No,2.4,No,20,avg,Gray,Gray,No,3750
Gasoline,Yes,No,4.6,No,14,low,White,Other_Colored,No,20000
Diesel,No,No,6.7,Yes,6,high,Red,Beige,No,64000
Gasoline,Yes,Yes,2.7,Yes,8,verylow,Black,Black,No,49999
Gasoline,No,No,5.7,Yes,26,low,Red,Beige,No,11500
Gasoline,Yes,No,3.5,Yes,11,avg,White,Gray,No,16000
Gasoline,No,Yes,3,No,16,low,Gray,Black,No,18200
Gasoline,Yes,Yes,3.5,Yes,8,high,Gray,Other_Colored,No,26000
Gasoline,No,No,1.6,Yes,2,verylow,Blue,Black,No,19500
Gasoline,No,No,3.5,Yes,4,above_expected,Other,Black,No,38500
Gasoline,No,Yes,2,Yes,8,avg,Silver,Black,No,19500
Gasoline,No,No,2.5,Yes,10,avg,Blue,Beige,No,10000
Gasoline,No,No,3.5,Yes,4,high,Gray,Black,No,39500
Gasoline,No,No,5,Yes,3,low,Blue,Black,No,62890
Gasoline,Yes,No,5.7,Yes,18,high,Gray,Gray,No,11000
Gasoline,No,No,1.8,Yes,11,avg,Silver,Black,No,14000
Gasoline,No,Yes,2,Yes,4,avg,Silver,Beige,No,44000
Gasoline,No,No,2.7,No,13,verylow,Gray,Gray,No,20000
Other,Yes,No,6.2,Yes,5,avg,Black,Gray,No,45998
Gasoline,No,Yes,2,Yes,2,verylow,White,Black,No,64000
Diesel,Yes,No,6.7,Yes,5,above_expected,White,Gray,No,45000
Gasoline,Yes,Yes,3,Yes,13,avg,Black,Beige,No,6000
Other,Yes,No,3.5,Yes,7,avg,Red,Gray,No,25000
Other,No,No,5.3,Yes,8,above_expected,Other,Beige,No,30999
Gasoline,Yes,No,2,No,18,high,Black,Black,No,4999
Gasoline,No,Yes,3.5,No,21,low,Red,Beige,No,9500
Other,No,No,6,Yes,12,high,White,Gray,No,11800
Gasoline,No,No,4,Yes,14,high,Black,Beige,No,9999
Diesel,No,No,3,Yes,2,high,Gray,Black,No,69000
Gasoline,No,Yes,4.7,Yes,9,above_expected,Blue,Black,No,24500
Gasoline,No,No,2,Yes,12,avg,Blue,Gray,No,6500
Gasoline,No,No,2,Yes,2,low,White,Black,No,28000
Gasoline,Yes,No,3.8,Yes,13,low,Red,Black,No,12000
Gasoline,Yes,No,3.3,Yes,15,low,Silver,Gray,No,7858
Gasoline,No,Yes,4,Yes,6,low,Silver,Other_Colored,No,89750
Gasoline,Yes,No,3.5,Yes,8,above_expected,White,Beige,No,19900
Gasoline,No,Yes,2,Yes,2,avg,Black,Black,No,40998
Hybrid,No,Yes,3,Yes,5,avg,Black,Black,No,49500
Gasoline,No,No,2,Yes,4,above_expected,White,Beige,No,18900
Gasoline,Yes,No,3.6,Yes,2,high,Red,Black,Yes,36599
Gasoline,No,Yes,2,Yes,9,high,Black,Beige,No,13349
Gasoline,No,Yes,2,Yes,1,low,White,Black,No,43900
Gasoline,No,Yes,4.7,Yes,17,low,Silver,Beige,No,10199
Gasoline,Yes,No,4,Yes,22,avg,Other,Beige,No,6450
Gasoline,No,Yes,3,Yes,6,low,White,Black,No,70000
Gasoline,No,No,2,Yes,2,verylow,Other,Black,No,41500
Gasoline,No,No,4,Yes,3,high,Black,Other_Colored,No,36990
Other,Yes,No,5.3,Yes,10,above_expected,Black,Black,No,13500
Gasoline,No,No,2,Yes,8,high,Red,Beige,No,16500
Gasoline,No,No,4,Yes,12,low,Black,Gray,No,14800
Gasoline,No,No,2.7,Yes,3,high,Gray,Black,No,51000
Gasoline,No,Yes,3,Yes,13,low,White,Beige,No,18000
Gasoline,No,No,,Yes,3,avg,Black,Other_Colored,Yes,43837
Gasoline,No,Yes,3.8,Yes,6,verylow,Gray,Black,No,169000
Gasoline,Yes,No,4.7,Yes,19,avg,Silver,Beige,No,11200
Diesel,No,No,6.7,Yes,1,low,Red,Black,No,92000
Gasoline,No,Yes,3,Yes,6,avg,Red,Beige,No,40000
Diesel,No,No,6.4,Yes,16,high,White,Beige,No,15900
Gasoline,No,Yes,3,Yes,6,avg,Black,Black,No,39750
Gasoline,No,Yes,6.2,Yes,10,low,Gray,Black,No,45000
Gasoline,No,No,3.5,Yes,10,high,White,Beige,No,8500
Gasoline,No,No,3.6,Yes,4,low,Red,Black,No,42850
Gasoline,No,Yes,3,Yes,1,verylow,Red,Other_Colored,No,185950
Diesel,No,No,6.7,Yes,5,low,Black,Gray,No,59000
Gasoline,No,No,2.5,Yes,8,avg,Black,Black,No,12500
Gasoline,No,No,2.4,Yes,11,above_expected,Black,Black,No,6000
Gasoline,No,Yes,2,Yes,6,above_expected,Black,Beige,No,17000
Gasoline,Yes,Yes,3.7,Yes,17,high,White,Beige,No,7700
Gasoline,No,No,5.3,Yes,3,above_expected,Gray,Black,Yes,59980
Gasoline,No,No,6.2,Yes,3,above_expected,Other,Black,Yes,68995
Gasoline,No,No,6,No,18,avg,Black,Black,No,15000
Electric,No,No,,Yes,2,avg,Silver,Black,No,29998
Gasoline,No,Yes,2,Yes,3,high,Blue,Beige,Yes,37400
Electric,Yes,Yes,,Yes,3,low,Black,Beige,No,83499
Gasoline,No,No,2.2,No,16,verylow,Other,Black,No,62000
Hybrid,Yes,Yes,2.4,Yes,14,avg,Red,Black,No,9500
Other,No,No,5.4,Yes,11,high,Red,Black,No,21500
Gasoline,Yes,No,3.5,Yes,4,above_expected,Gray,Gray,No,37500
Gasoline,No,No,1.6,Yes,3,above_expected,Gray,Black,No,19980
Gasoline,No,Yes,,Yes,3,low,Blue,Other_Colored,No,239991
Electric,No,Yes,,Yes,12,low,Other,Black,No,29000
Gasoline,No,Yes,2,Yes,10,verylow,Blue,Beige,No,34500
Gasoline,Yes,Yes,2,Yes,9,above_expected,Black,Black,No,12950
Other,No,No,5.4,Yes,11,above_expected,Gray,Black,No,16490
Gasoline,No,No,3.6,Yes,9,avg,White,Beige,No,16000
Gasoline,No,Yes,5.5,Yes,19,low,Black,Black,No,22500
Gasoline,No,No,1.6,Yes,12,high,Black,Black,No,8500
Gasoline,No,Yes,4.8,Yes,7,avg,White,Black,No,52999
Hybrid,No,No,2.4,Yes,15,avg,Blue,Beige,No,4400
Diesel,No,No,6.7,Yes,6,above_expected,Black,Black,No,56750
Hybrid,No,No,5.7,Yes,5,above_expected,Silver,Black,No,44000
Gasoline,No,No,3.6,Yes,1,low,Gray,Black,No,48500
Gasoline,No,Yes,3.5,Yes,3,avg,Other,Other_Colored,No,49998
Gasoline,No,No,2.5,Yes,1,above_expected,Blue,Beige,No,36900
Other,No,No,3.6,Yes,12,avg,White,Beige,No,11499
Gasoline,No,No,1.4,Yes,11,avg,White,Beige,No,9000
Electric,No,Yes,,Yes,2,avg,Blue,Other_Colored,No,69500
Gasoline,Yes,No,1.6,No,15,low,Gray,Black,No,6950
Gasoline,Yes,Yes,4.4,Yes,2,high,Black,Other_Colored,No,74999
Gasoline,Yes,Yes,4.6,Yes,11,avg,Gray,Black,No,24900
Gasoline,No,No,2.5,Yes,1,avg,Silver,Beige,No,57300
Gasoline,No,No,2,Yes,8,low,Other,Black,No,17999
Gasoline,No,Yes,,Yes,1,high,Red,Black,No,57619
Gasoline,No,Yes,2,Yes,4,low,Other,Black,Yes,38900
Gasoline,Yes,No,5.7,Yes,13,avg,Other,Black,No,12500
Gasoline,Yes,No,3.5,Yes,6,high,Blue,Black,No,26450
Gasoline,No,Yes,3.4,No,23,verylow,Gray,Black,No,31995
Gasoline,No,No,3.6,Yes,4,verylow,Gray,Other_Colored,No,39500
Gasoline,No,No,6.2,Yes,6,low,Other,Black,No,62999
Gasoline,No,No,2.4,Yes,7,high,Black,Black,No,17500
Hybrid,No,No,3.5,Yes,3,verylow,Black,Gray,No,61500
Gasoline,Yes,Yes,5,Yes,13,avg,Other,Beige,No,9400
Gasoline,No,No,5.7,Yes,2,verylow,Black,Black,No,51074
Gasoline,No,No,2,Yes,8,high,Gray,Black,No,16750
Gasoline,No,Yes,3.6,Yes,8,low,Gray,Other_Colored,No,38000
Gasoline,No,Yes,3,Yes,4,low,Black,Other_Colored,No,60000
Gasoline,Yes,Yes,3.5,Yes,11,above_expected,White,Black,No,16500
Gasoline,Yes,No,1.5,Yes,4,above_expected,Black,Black,No,25500
Gasoline,No,No,3.5,Yes,2,above_expected,Silver,Black,Yes,24980
Hybrid,No,Yes,2,Yes,2,avg,Blue,Black,No,36500
Gasoline,Yes,No,2.5,Yes,11,high,Blue,Beige,No,12500
Gasoline,No,No,5.7,Yes,2,avg,Other,Black,Yes,46999
Gasoline,No,Yes,2.5,No,27,low,Red,Beige,No,8500
Gasoline,No,No,2.3,Yes,4,high,Silver,Black,No,33500
Gasoline,No,No,3.5,Yes,11,avg,White,Black,No,23000
Diesel,Yes,No,6,Yes,20,avg,Silver,Gray,No,18000
Gasoline,No,Yes,4.4,Yes,1,low,Gray,Gray,No,129000
Gasoline,No,Yes,4.8,Yes,8,low,Blue,Black,No,66200
Gasoline,No,No,2,Yes,12,high,Black,Other_Colored,No,6000
Gasoline,No,No,5.3,Yes,8,high,White,Black,No,32750
